name,tema-sany,teklipler
Aşgabat şäher Baş bilim müdirligi,6," Ene-atalaryň Emekdepde islemegini gazanyp,olar üçin programmanyň ýüklenilşini we ulanylşyny wideo , filimler taýýarlansa. - Gündelik mekdebe gelen we giden okuwçylaryň hasabatyny ýöretmek üçin peýjik döredilse    "
Aşgabat şäher Baş bilim müdirligi,6,Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalary okadýan mugallymlar üçin hünär kämilleşdiriş okuwçylarynda ýörite sapaklary gurnamak;
Aşgabat şäher Baş bilim müdirligi,7,ÝUNESKO-nyň sanawynda öň duran assosirlenen mekdepleriň iş tejribesini doly öwrenmek.
Aşgabat şäher Baş bilim müdirligi,7,ÝUNESKO-nyň sanawynda öň duran assosirlenen mekdepleriň iş tejribesini doly öwrenmek;
Aşgabat şäher Baş bilim müdirligi,7,ÝUNESKO-nyň sanawynda öň duran assosirlenen mekdepleriň iş tejribesini doly öwrenmek.
Aşgabat şäher Baş bilim müdirligi,7, Arkadag şäheriniň bilim edaralarynda okaýan we zähmet çekýän aýratyn ukyply ýaşlaryň işlerini köpçülige ýetirmeli. 
Aşgabat şäher Baş bilim müdirligi,8,Her bir ugur boýunça hünarmenler üçin iş orunlaryny döretmek
Aşgabat şäher Baş bilim müdirligi,8,Mekdeplerde halkara bäsleşiklere gatnaşmak üçin internet ulgamynyň tizligini ýokarlandyrmak   
Aşgabat şäher Baş bilim müdirligi,10,Türkmen ýaşlarynyň halkara ýaryşlarynda üstünlikleri gazanmaga höweslendirmek; 
Aşgabat şäher Baş bilim müdirligi,10,Ýaşlary häzirkizaman önümçiliginiň esasy gazananlary we iş tejribesi bilen ýakyndan tanyşdyrmak maksady bilen tejribelikleri gurnamak;       
Aşgabat şäher Baş bilim müdirligi,10,Mekdepleriň sanyny artdyrmaklygy zerur hasap etmek bilen orta mekdeplerde okuwlary bir salkynda okatmaklyga geçmek.    
Aşgabat şäher Baş bilim müdirligi,10,Mekdepleriň okuw terbiýeçilik işiniň alnyp barlyşy boýunça reýtinglary düzmek       
Aşgabat şäher Baş bilim müdirligi,11,"Türkmenistanyň Bilim ministrligi tarapyndan ýa-da Baş bilim müdirligi tarapyndan “Mugallym we okuwçy” atly saýtlary döretmek (Her bir okuwçynyň 12-nji mesele boýunça döredijilikleri, şahsy pikirleri, çeken suratlary, üstünlikleri görkezilip birek-birege ýetirilip, ýerine ýetirilen işlere düşündirişler bermek mümkinçiligini döretmek)  "
Aşgabat şäher Baş bilim müdirligi,11,Hünär ugurly okuwlaryň guralşyny ýokarlandyrmak maksady bilen kärhanalar zawod fabrikler bilen arabaglanşygy ýola goýmak.         
Aşgabat şäher Baş bilim müdirligi,12,"Şöhratly taryhymyz barada öň bar bolan maglumatlary umumylaşdyrmak, internet ulgamyna ýerleşdirmegi üpjün etmek. Tazeçe ylmy pikirleri orta atmak üçin temalary hödürlap iş alyp barmak.   "
Aşgabat şäher Baş bilim müdirligi,12,"Meşhur şahsyýetlerimiziň ýadygärliklerini, olar baradaky dokumental ýazgylaryny ebedileşdirmek bilen okuwçylarymyzyň milli gymmatlyklarymyza düşünjesini giňeltmeklik üçin gollanmalary ýazmak.                                                 "
Aşgabat şäher Baş bilim müdirligi,13,Taryhymyz täze nazaryýet esasynda düýpli öwrenmek hem-de ylmy taýdan beýan etmek maksady bilenmekdeplerde usuly otaglar döretmeklik üçin görkezme esbaplar bilen üpjün etmekligi güýçlendirmek.    
Aşgabat şäher Baş bilim müdirligi,13,Döredijilik işler bilen meşgullanýan ýaşlaryň arasynda sergi we döredijilik bäsleşiklerini gurap suhangöýleri ýüze çykarmak
Aşgabat şäher Baş bilim müdirligi,17,"Okuwçynyň bilimlerini, ukyplaryny, başarnyklaryny ýüze çykarmak maksady bilen dersler boýunça mekdepara duşuşyklar esasynda bäsleşikleri ýygy-ýygydan gurnamak."
Arkadag şäher Baş bilim müdirligi,4,Bilim edaralarynyň işleýän bilim maksatnamalary esasynda maglumatlaryň sanly goruny döretmek we mekdep okuwçylaryna elýeter edilmegi.
Arkadag şäher Baş bilim müdirligi,5,Ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralaryny döretmek boýunça Arkadag şäherinde takyk we tebigy ugurlara ýöriteleşdirilen mekdep-gimnaziýalary açmak.
Arkadag şäher Baş bilim müdirligi,6,e-Mekdep dolandyryş ulgamynda žurnal eksport bölüminde gerek bolan okuwçynyň ady-familiýasy girizilende şol okuwça degişli bahalary aýratyn görkezilse 
Arkadag şäher Baş bilim müdirligi,7,Arkadag şäheriniň iňlis dili dersine ýöriteleşdirilen 2-nji orta mekdebini ÝUNESKO-nyň assosirlenen mekdepler toruna birikdirmek boýunça işleri geçirmek
Arkadag şäher Baş bilim müdirligi,10,"Mekdebe çenli çagalar dearalarynyň hem-de umumybilim berýän orta mekdepleriň sanynyň artdyrylmagy bar bolan mekdepleriň işini ýeňilleşdirmeklige, berilýän bilimiň hilini gowulandyrmaklyga ýagdam eder."
Ahal welaýat Baş bilim müdirligi,1,Gahryman Arkadagymyzyň öňe süren teklibine laýyklykda ahli bilim-terbiýeçilik edaralarynda yzygiderli maslahatlar geçirilmeli we naslahatlaryň netijeliligini gowulandyrmaly.
Ahal welaýat Baş bilim müdirligi,2,XXI asyryň raýatlary üçin mahsus bolmaly başarnyklary kemala getirmeli.
Ahal welaýat Baş bilim müdirligi,3,"Pedagogik işgärler bilen usuly-amaly okuwlary yzygiderli guramaly.Okuw maksatnamalary taýýarlanylanda okuwçylaryň ýaş aýratynlyk-laryna,pedagogikanyň talaplaryna gabat getirilmegini gazanmaly."
Ahal welaýat Baş bilim müdirligi,4,"Bilim edaralarynyň maddy-tehniki üpjünçiligini sanly tehnologiýalaryň, döwrebap laboratoriýalaryň, onlaýn platformalaryň, bilim bermegiň garyşyk görnüşleriniň hasabyna gowulandyrmak boýunça yzygiderli işleri amala aşyrmaly."
Ahal welaýat Baş bilim müdirligi,5,Ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralarynyň sanyny köpeltmeli we ol ýerlerde işlejek hünärmenleri taýýarlamaly.
Ahal welaýat Baş bilim müdirligi,6,"Ylmyň we tehnikanyň örän çalt depginlerde ösmegi, täze tehnolo-giýalaryň döremegi bilen baglylykda, bilim edaralarynda okatmagyň usulyýetini kämilleşdirmek üçin E-mekdep dolandyryş ulgamyny giňişleýin oranaşdyrmakda zerur işleri çaltlandyrmaly.Döwlet bilim standartlaryna laýyklykda, çagalara innowasion pedagogik usullary peýdalanyp ýokary hilli bilim-terbiýe bermek üçin pedagogik işgärleriň hünär derejelerini ýokarlandyrmaly.Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin bilim edaralarynda amatly şertleri döredip mekdeplerde okadylmagyny ýola goýmaly. "
Ahal welaýat Baş bilim müdirligi,8,Ýurdumyzda döwrebap bilim edaralaryny gurmaly we öňki bar bölan bilim edaralarynyň durkuny täzeläp olardaky maddy-tehniki üpjünçilik binýadyny gowulandyrmaly.
Ahal welaýat Baş bilim müdirligi,10,Zerur bolan ýerlerde mekdebe çenli çagalar edaralarynyň hem-de umumybilim berýän orta mekdepleriň sanyny artdyrmaly.
Ahal welaýat Baş bilim müdirligi,11,"Mekdep okuwçylaryny hünärlere gözükdirmek, hünär ugurly okuwlaryň guralyşyny we hilini ýokarlandyrmak, umumybilim edaralarynyň önümçilik bilen jebis arabaglanyşygyny üpjün etmegiň anyk wezipelerini kesgitlemeli we şol wezipeleri amala aşyrmak üçin degişli işleri geçirmeli."
Ahal welaýat Baş bilim müdirligi,12,"Ýaş nesli milli we umumyadamzat gymmatlyklaryna hem-de ýokary ahlak ýörelgelerine laýyklykda terbiýelemek, olarda raýatlygy, watançylygy, zähmetsöýerligi terbiýelemek işine täzeçe çemeleşip okuwçylar bilen wagyz nesihat çärelerini yzygiderli geçirmeli we olaryň netijeliligini artdyrmaly."
Ahal welaýat Baş bilim müdirligi,13,"Müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwrenmeli hem-de ylmy taýdan beýan etmek boýunça okuwçylaryň  we mugallymlaryň arasynda bäsleşikleri guramaly."
Ahal welaýat Baş bilim müdirligi,17,Türkmenistanyň Prezidentiniň degişli Kararlary bilen tassyklanan bilim Konsepsiýalarynyň maksatlarynyň we wezipeleriniň orta mekdeplerde we çagalar baglarynda durmuşa geçirilişini yzygiderli seljermek hem-de gözegçiligi güýçlendirmek boýunça yzygiderli işleri alyp barmaly.
Mary welaýat Baş bilim müdirligi,1,"-Maslahatlarda seredilen meseleler boýunça umumybilim berýän orta mekdeplerde we mekdebe çenli çagalar edaralarynda geçirilýän geňeşlerde, maslahatlarda işlenip geçilmegi ýola goýulsa"
Mary welaýat Baş bilim müdirligi,2,Bilim edaralarynda  okatmagyň usulyýetine degişli innowasiýa enjamlaryny ornaşdyrmak işiniň depgini çaltlandyrylsa
Mary welaýat Baş bilim müdirligi,3,"Okatmagyň usulyýetini kämilleşdirmek, öňdebaryjy   iş  tejribelerini öwrenmek  maksady bilen ugurlar  boýunça bilim işgärleriniň daşary ýurtlara iş  saparlary guralsa;"
Mary welaýat Baş bilim müdirligi,4,"Orta mekdeplerde okuw derslerine degişli görkezme esbaplaryň, enjamlar toplumy, multimediýa tagtalarynda laboratoriýa işlerini geçirmek üçin programmalar üpjünçiligi döredilse;
 "
Mary welaýat Baş bilim müdirligi,4,Köp ilatly ýerlerde çagalaryň gatnamagy gözöňünde tutulyp gurulýan orta mekdepleriň we çagalar baglarynyň sany köpeldilse;
Mary welaýat Baş bilim müdirligi,5,"Welaýatymyzyň Ýolöten, Sakarçäge etraplarynda hem-de Mary şäherinde döwrebap  mekdep-gimnaziýalary gurlup berilse"
Mary welaýat Baş bilim müdirligi,6,"E-mekdep dolandyryş ulgamynyň ornaşdyrylyşy boýunça degişli şertleriň kämilleşdirilmegi gazanylsa;
"
Mary welaýat Baş bilim müdirligi,6,Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin häzirki zaman kömekçi mekdep-internatlary gurulsa.
Mary welaýat Baş bilim müdirligi,8,Welaýatlaryň çäginde döwrebap bilim edaralarynyň ýanynda   ugurlar boýunça tehnologiýalar merkezleri döredilse
Mary welaýat Baş bilim müdirligi,10,"Ilat sany köp bolan ýerlerde çagalaryň gatnamagy gözöňünde tutulsa. Mysal üçin, 1 sany 600 orunlyk mekdebiň  ýerine 2 sany 300 orunlyk mekdep gurulsa."
Mary welaýat Baş bilim müdirligi,11,"Okuwçylaryň okaýan   hünärini, ugruny ýokarlandyrmak maksady bilen  umumybilim edaralary önümçilik abzallary bilen abzallaşdyrylsa we önümçilikde tejribelik sapaklary guralsa"
Mary welaýat Baş bilim müdirligi,12,Bilimde köp işleri bitiren tanymal bilim işgärleriniň atlary  umumybilim berýän orta mekdeplere dakylyp ebedileşdirilse
Mary welaýat Baş bilim müdirligi,13,"Medeniýetimize, edebiýatymyza, şöhratly taryhymyza degişli gymmatly maglumatlar, okuw sapaklarynda ulanmaga mümkinçilik berýän wideorolikler, prezentasiýalar toplumy taýýarlanylsa"
Lebap welaýat Baş bilim müdirligi,1,"Gahryman Arkadagymyz   ýurdumyzyň  bilim  ulgamyny  kämilleşdirmek  boýunça  alyp barýan döwlet syýasatyny hem-de ýaşlara berilýän  bilimiň hilini dünýä ülňülerine laýyk gelmegini gazanmak, olaryň kämil hünärleri  ele  almaklaryny  üpjün etmek barada edýän talaplaryny durmuşa ornaşdyrmak barada "
Lebap welaýat Baş bilim müdirligi,1,"Umumybilim berýän orta mekdeplerinde zähmet çekýän mugallymlaryň hünär ussatlygyny we başarjaňlygyny kämilleşdirmek, bilimiň hilini we netijeliligini ýokarlandyrmak barada"
Lebap welaýat Baş bilim müdirligi,1,"Gahryman Arkadagymyzyň   bilim ulgamyny kämilleşdirmek boýunça özgertmelerini durmuşa geçirmek, okatmagyň we terbiýelemegiň netijeli usullaryny, innowasiýalary sapaklara ornaşdyrmak, okuwçylaryň bilim başarnyklaryny   ösdürmek   barada"
Lebap welaýat Baş bilim müdirligi,2,Hormatly Prezidentimiziň Türkmenistanda umumybilim maksatnamalary boýunça okatmagyň  usulýetini  kämilleşdirmegiň  2028 – nji ýyla  çenli Konsepsiýasyndan ugur almak bilen bilim bermek işinde strategiki özgertmeleri we gurallary iş tejribesinde ýerlikli peýdalanmagy gazanmaly
Lebap welaýat Baş bilim müdirligi,2,"Jemgyýetiň ösýän zerurlyklaryna laýyklykda  bilim we terbiýeçilik edaralarynyň okuw-usulyýet, maddy binýatlaryny, maglumat üpjünçiligini yzygiderli  baýlaşdyrmaly "
Lebap welaýat Baş bilim müdirligi,2,Sanly bilim  serişdelerini okuw we terbiýeçilik işlerinde netijeli ulanmaly
Lebap welaýat Baş bilim müdirligi,2,Umumybilim berýan orta mekdeplerde innowasion tehnologiýalaryny we okatmagyň häzirki zaman usullaryny netijeli ulanmaly
Lebap welaýat Baş bilim müdirligi,2,"Umumybilim berýän orta mekdeplerde  häzirki döwrüň talabyny ödeýän netijeli usullary, dünýä derejesinde öňdebaryjy iş tejribeleriniň gazananlary, innowasion   tehnologiýalary  bilen  ýaraglandyrmaly "
Lebap welaýat Baş bilim müdirligi,3,"Pedagogik işgärleriniň hünär derejesini ýokarlandyrmak işini Türkmenistanyň Milli bilim institutynyň binýadynda, ýokary okuw mekdeplerindäki hünär derejelerini ýokarlandyryş fakultetlerinde, welaýat Baş bilim müdirliginiň ýanyndaky hünär derejelerini ýokarlandyryş merkezinde, dil we okuw merkezlerinde, daşary ýurtlarda we uzak aralykdan guralýan okuwlarda  üznüksiz  dowam  etdirmeli"
Lebap welaýat Baş bilim müdirligi,3,Umumybilim berýän orta  mekdeplerinde halypa-şägirt gatnaşyklaryny  ösdürmek  maksady bilen olaryň işini  öňdebaryjy dünýä tejribesine  laýyklykda  guramaly 
Lebap welaýat Baş bilim müdirligi,3,"Bilim işgärleriniň syýasy sowatlylygyny we hünär derejesini ýokarlandyrmak hem-de pedagogik ussatlygyny kämilleşdirmek maksady bilen, pedagogik geňeşiň, okuw dersleri  mugallymlaryň usuly birleşmeleriniň  maslahatlaryň  işiniň netijeliligini döwrüň we jemgyýetiň  talaplaryna laýyklykda yzygiderli  kämilleşdirmeli"
Lebap welaýat Baş bilim müdirligi,3,"Umumybilim berýän orta mekdeplerinde  terbiýe we bilim bermek işine  öňdebaryjy innowasion çemeleşmeleri  giňden  ornaşdyrmak, ylmyň  we  tehnikanyň iň täze gazananlaryna  esaslanyp, okuw sapaklaryny  dünýä  tejribesine laýyklykda guramagy dowam etmeli"
Lebap welaýat Baş bilim müdirligi,4,"Umumybilim berýän orta mekdeplerde  interaktiw tagtalarynyň, sanly tehnologiýalaryň, komýuterleriň sanyny  köpeltmeli "
Lebap welaýat Baş bilim müdirligi,4,"Orta mekdeplerde internet ulgamy arkaly dünýäniň belli  kitaphanalaryndaky çeper, ylmy edebiýatlaryndan  peýdalanmaklygy  ýola  goýmaly"
Lebap welaýat Baş bilim müdirligi,4,"PISA,TIMSS,PIRLS maksatnamalaryny bilim ulgamyna ornaşdyrmaly we şolaryň esasynda okuw işiniň hilini yzygiderli seljermeli"
Lebap welaýat Baş bilim müdirligi,4,"Uzak aralykdan bilim bermek  tehnologiýalaryny ulanmak arkaly okatmagyň usulyýeti boýunça dünýä we  milliu tejribede gazanylýan üstünlikleri, ýetilen sepgitleri yzygider öwrenmek we milli bilim ulgamyna ornaşdyrmak"
Lebap welaýat Baş bilim müdirligi,5,"""Bilim hakynda” Türkmenistanyň kanunynyň 21, 22, 23-nji maddalaryna esaslanyp bilimiň başlangyç derejesinde sungat, medeniýet we sport ugurlary boýunça, bilimiň esasy orta bilim derejesinde takyk we tebigy ylmy ugurly dersler boýunça çuňlaşdyrylan maksatnama esasynda, doly orta bilim derejesinde ýokary okuw jaýlaryna girmek we ylmy-barlag, taslama işlerini geçirmek maksady bilen goşmaça okuw sapaklaryny girizmeli"
Lebap welaýat Baş bilim müdirligi,5,"Halkara mekdepleri, mekdep gimnaziýalaryny, mekdebe taýýarlaýyş  ýörite  okuw merkezlerini tölegli esasda açmaly"
Lebap welaýat Baş bilim müdirligi,6,Mekdep biim işgärleri we ata eneleri E mekdep dolandyryş ulgamy boýunça usuly gollanmalar we sanly maglumatlar  bilen tanyşdyrmaly we okuwlar guramaly;
Lebap welaýat Baş bilim müdirligi,6,Umumybilim edaralarynyň  bilim işgärleri bilen E  mekdep dolandyryş ulgamynyň ornaşdyrylyşyny kämilleşdirmek we bu ugurda öňde durýan wezipelerini doly ýerine ýetirmek we bu işi gündelik alyp barmakda yzagalaklygy aradan aýyrmak maksady bilen umumybilim edaralarynyň bilim işgärleri bilen gysga wagtlaýyn  okuwlaryň geçirilmegi netijeli bolar.
Lebap welaýat Baş bilim müdirligi,6," Dersler boýunça döwrebap elektron okuw usuly toplumlary, gollanmalary, programmalar, tanyşdyryşlar, okuw görkezme esbaplar işläp taýýarlanylsa."
Lebap welaýat Baş bilim müdirligi,6,"1-12-nji synplar 1-nji günden 5-güne çenli, okuw 6gün hepdäniň dowamynda geçilen temalar boýunça test almaly."
Lebap welaýat Baş bilim müdirligi,8,"Döwrebap tehnologiýalar bilen üpjün edilen bilim terbiýeçilik edaralarynyň, tehnologiýalar, robototehnika merkezleriniň   sanyny artdyrmaly"
Lebap welaýat Baş bilim müdirligi,10,Aýratyn zehinliler mekdebiniň sanyny köpeltmeli (her welaýatda
Lebap welaýat Baş bilim müdirligi,10,Mekdebe çenli çagalar edaralarynyň hem-de umumybilim berýän orta mekdepleriň sanyny artdyrmaly.
Lebap welaýat Baş bilim müdirligi,10,Mekdebe çenli çagalar edaralarynyň sany artdyrylyp her bir synpda okuwçy sany 20-iden artyk bolmasa bilimiň hili has onat netije berer
Lebap welaýat Baş bilim müdirligi,10,Mekdebe çenli çagalar edaralaryny hem-de umumybilim berýän orta mekdepleri döwrebap bilim we terbiýe bermek üçin çagalaryň we okuwçylaryň sanyna görä gurmaly.
Lebap welaýat Baş bilim müdirligi,10,"Okuwçylary umumy adamzat ösüşlerine laýyklykda dünýä bilim terbiýäni alyp biljeklerine mekdep okuwçylarynyň öňdebaryjylaryna,  mekdep ýyllary bolanynda hem şertifkatlarynyň talyplyk eýeleri bolanda ýaşlarymyzda ylyma –bilime bolan ymtylyşlaryny  gowy tarapa  özgerendi.."
Lebap welaýat Baş bilim müdirligi,11,Hünär ugurly okuwlaryň guralyşyny we hilini ýokarlandyrmak maksady bilen önümçilik  edaralarynyň arabaglanyşygyny güýçlandirmek
Lebap welaýat Baş bilim müdirligi,11,Mekdep  okuwçylaryny hünärlere gözükdirmeli hünär ugurly okuwlaryň guralyşyny we hilini ýokarlandyrmaly
Lebap welaýat Baş bilim müdirligi,11,Umumybilim edaralarynyň önümçilik  bilen jebis arabaglanyşygynyň üpjün edilmegi wezipeleri täzeden işlenilip düzülse
Lebap welaýat Baş bilim müdirligi,11,Umumybilim berýän orta mekdeplerde okuw önümçilik bilen merkezlerini döretmeli
Lebap welaýat Baş bilim müdirligi,12,"Gahryman Arkadagymyz Gurbanguly Berdimuhamedowyň ,,Ile döwlet geler bolsa”atly kitabyndan we dutarda saz çalmak we bagşyçylyk sungatynyň ÝUNESKO-nyň Adamzadyň maddy däl medeni mirasynyň sanawyna girizilmeginden ugur alyp,ýaş  nesilleri milli gymmatlyklarymyza, däp-dessurlarymyza buýsanç ruhunda ,ynsanperwer   kadalarymyz esasynda terbiýelemek maksady bilen meşhur sazanda Şükür bagşynyň ýadygärligini ebedileşdirmeli."
Lebap welaýat Baş bilim müdirligi,12,"Ýaş nesli milli we umumyadamzat gymmatlyklaryna hem-de ýokary ahlak ýörelgelerine laýyklykda terbiýelemli, olarda raýatlygy, watançylygy, zähmetsöýerligi terbiýelemek işine täzeçe çemeleşmegiň wezipelerini kesgitlemeli."
Lebap welaýat Baş bilim müdirligi,12,"Milli mirasymyzy öwrener ýaly, meşhur şahsyýetlerimiziň ýadygärliklerini ebedileşdirmek maksady bilen orta mekdeplerde mirashanalary döretmeli."
