name,tema-sany,teklipler
TDU,2,"Atlas ykdysadyýet, sosiologiýa, tehnologiýa ýaly dürli ugurlaryň bilermenleri we beýleki degişli edaralaryň hünärmenleri tarapyndan düzülmeli. Ol Türkmenistanyň Bilim ministrligi we Türkmenistanyň Zähmet we ilaty durmuş taýdan goramak ministrligi bilen bilelikde “Zähmet bazarynyň talaplaryna görä täze hünärleriň Atlasyny işläp düzmek we onuň netijeleriniň ulanylyşy boýunça usuly gözükdirijisi” esasynda taýýarlanylmaly. Bu Gözükdiriji Türkmenistanyň ilatynyň iş bilen üpjünçiligi meseleleri, olaryň ýokary derejede isleglerini kanagatlandyrmagy bilen meşgullanýan ygtyýarly edaralara usuly kömek bermek maksady bilen işlenilip düzmek."
TDU,2,"Geljegiň hünärleriniň atlasy (Täze hünärleriň atlasy) zähmet bazarynyň talap edýän täze, kämilleşdirilen, ýitip barýan hünärleriň gollanmasy bolup, ol zähmet biržasynyň we beýleki degişli edaralaryň internet torlarynda ýerleşdirilmek."
TDU,2,"Täze hünärleriň atlasy düzülende Türkmenistany 2022-2052-nji ýyllarda durmuş – ykdysady taýdan ösdürmegiň Milli Maksatnamasyndan ugur alnyp,"
TDU,2,"2052-nji ýyla çenli täze tehnologiýalaryň girizilmegi bilen baglanyşykly ýurdumyzda ýokary hilli derňewiniň netijesinde geljekki ösüş depginleri göz öňünde tutulmaly. Bu işe dürli pudaklarda wajyp hünärleri seljermek (IT, ekologiýa, lukmançylyk), köp hünärleri özünde jemleýän ugurlaryny anyklamak üçin bilermenleri çekmek. "
TDU,3,Berilýän bilimiň hilini kesgitleýän görkezijileri (kriteriýalary) işläp taýýarlamak hem-de olary ähli kysymdaky bilim edaralaryna tapgyrlaýyn ornaşdyrmak.
TDU,3,"Bilim boýunça umumy maksatlara ýetilmegi tizleşdirmek üçin dünýäniň öňdebaryjy döwletleriniň iri ylym we bilim merkezleri, halkara hem-de sebit guramalary bilen hyzmatdaşlygy has-da pugtalandyrmak."
TDU,3,"Ýokary okuw mekdeplerinde bilim berlişiniň, okuw, okuw-usuly we ylmy-barlag işleriniň ýerine ýetirilişiniň hilini häsiýetlendirýän mukdar görkezijisini mundan beýläk-de ösdürmek üçin netijeli işleri alyp barmak."
TDU,3,Daşary ýurt dillerine degişli taýýarlanylýan okuw kitaplary bilen bilelikde audioýazgylary we mugallymlar üçin usuly gollanmalary taýýarlamak. 
TDU,3,Okuw kitaplarynyň we okuw gollanmalarynyň mazmunyny baýlaşdyrmak maksady bilen daşary ýurtlaryň edebiýatlarynyň goruny döretmek hem-de dünýä derejesindäki ylmy neşirleri yzygiderli elýeterli etmek bilen bagly işleri ýola goýmak. 
TDU,3,Häzirki döwürde dünýäde işjeň kabul edilen “soft skills” endiklerini talyp ýaşlarda kemala getirmek we yzygiderli ösdürmek maksady bilen taslamalary we kurslary alyp barmak.
TDU,3,"Bilim çygrynda milli maksatlary we görkezijileri kesgitlemek maksady bilen bilimiň ähli basgançaklarynda döredijilik, ylmyň gazananlary, innowasiýa telekeçiligi hem-de tehniki, ykdysady we beýleki täzelikleri ornaşdyrmak endiklerini ösdürmek arkaly innowasiýa işlerini dolandyrmakda adam aň-bilim maýasyny mundan beýläk-de ösdürmek."
TDU,3,"Mugallymçylyk mekdeplerini ýokary okuw mekdeplerine öwürmek we olarda taýýarlygyň bakalawr ugry bilen baglanyşykly başlangyç bilimiň mugallymçylygy, mekdebe çenli bilim we terbiýe, logopediýa, psihologiýa, şeýle-de türkmen dili we edebiýaty, matematika ýaly hünärlerini açmak."
TDU,4,"Ýurdumyzyň ýokary okuw mekdepleriniň ykdysady garaşsyzlygyny gazanmak üçin ""telekeçilik uniwersitetlerini"" döretmek bilen bagly çäreleri işjeňleşdirmek. Beýle çäreler täze pikirleri, tehnologiýalary döreder we innowasiýalaryň, jemgyýetiň ykdysady we sosial ösüşine goşant goşar, olar ylmy-barlaglaryň netijelerini iş ýüzüne geçirmek bilen halkara derejesinde bäsdeşlik etmek ukybyny artdyrarlar."
TDU,5,"Montessori bilimi: Bütin dünýäde (esasan ABŞ, Ýewropa we Ýaponiýada) meşhur bolan bu modeliň aýratynlyklary: Montessori mekdepleri okuwçylary öz islegleri boýunça öwrenmäge höweslendirýär. Erkinlik, okuwçylara gönükdirilenlik, döredijilik we açyş bilimde öňdäki hatarda durýar. Orta mekdep derejesinde okuwçylar garaşsyz pikirlenmek ukyplaryny ösdürýärler, erkin saýlaýarlar we bilelikde öwrenýärler. Okuwçylaryň kurs saýlamakda özbaşdaklygy bar we mugallymlar tarapyndan ýolbaşçylyk edilýär."
TDU,6,"Ýurdumyzda ýokary bilimli, özbaşdak çözgütleri kabul edip bilýän işjeň hünärmenleri taýýarlamakda bilim bermegiň hilini dünýä standartlaryna laýyk getirmek, okatmagyň usulyýetini kämilleşdirmek, innowasion usullardan peýdalanmak mümkinçiliklerini yzygiderli döretmek."
TDU,6,"Ýaş mugallymlara okuw-usuly taýdan kömek bermek maksady bilen, Türkmenistanyň Bilim ministrliginiň garamagyndaky Milli bilim institutynda dürli ugurlara ýöriteleşdirilen okuw-usuly merkezini döretmek hem-de onuň yzygiderli hereket etmegini ýola goýmak. Ýaş mugallymlary we hünärmenleri okuw-terbiýeçilik, ylmy-önümçilik işleri boýunça ylmyň we tehnikanyň gazananlary, öňdebaryjy tejribeler bilen tanyşmak üçin “Ýaş mugallymlaryň hünärini kämilleşdirmek” atly ýörite maksatnama esasynda daşary ýurtlaryň öňdebaryjy ýokary okuw mekdeplerinde, ylmy-barlag edaralarynda guralýan seminar okuwlaryna, ýörite kurslara we iş saparlaryna ugradylmagyny yzygiderli ýola goýmak. "
TDU,6,"Kärhanalaryň ýaş hünärmenleri bilen daşky gurşawy goramak, tebigy baýlyklardan rejeli peýdalanmak we gözegçilik usullary boýunça bilelikdäki usuly gollanmalary döretmek."
TDU,6,"Dersleriň netijeli okadylmagyny gazanmak maksady bilen, bilimi maglumatlaşdyrmak, STEM usulyýetini ornaşdyrmak, IT klublaryny, robototehnikany ösdürmek, “ösüş nokatlaryny (toçka razwitiýe)”, mugallymyň hünär ussatlygyny yzygiderli ýokarlandyrmak, pedagogiki işjeňligi yzygiderli gazanmak."
TDU,6,"Ýokary bilimi ösdürmek üçin, döwrebap bilim talaplaryna laýyk gelýän, innowasiýa esaslanan “Ylym, ösüş we innowasiýa” maksatnamasyny işläp düzmek."
TDU,6,"Bilim gurşawynyň kämilleşmegi netijesinde okaýanlaryň özbaşdak işlemäge bolan isleglerini ýokarlandyrmak, ýaşlaryň bilimlerini, başarnyklaryny we endiklerini ösdürmek, täze ylmy-barlag maglumatlary toplamak we öwrenmek başarnyklaryny emele getirmek işlerini yzygiderli alyp barmak. "
TDU,6,"Ýurdumyzda amala aşyrylýan bilim özgertmeleriniň barşynda dünýäniň öňdebaryjy tejribesini nazara almak bilen, okuw kitaplarynyň we gollanmalaryň täzeçil neslini taýýarlamak hem-de olaryň yzygiderli kämilleşdirilmegini gazanmak."
TDU,6,"Interaktiw bilim ulgamyny kämilleşdirmek (interaktiw tagtalar, TV-paneller, real wagt režiminde umumy okuwlary geçirmek we alyp görkezmek), okaýanlary ylmy-barlag we tehnologik taslamalara çekmek, okaýanlara konsultatiw we usulyýet kömegini yzygiderli bermek."
TDU,6,Emeli aňyň üsti bilen daşary ýurt dilleriniň öwredilmegini ýola goýmak (dualingwo daşary ýurt mobil programmasynyň esasynda sanly bilim arkaly dil öwredilmegi).
TDU,6,"Ýurdumyzyň ýokary, orta we orta hünär okuw mekdepleriniň dürli hünärler boýunça kärine ussat, tejribeli mugallymlarynyň okuw sapaklaryny nusgalyk hökmünde wideoýazgylar esasynda ýaýratmak işlerini ýola goýmak."
TDU,6,Ýokary bilim maksatnamalary boýunça okatmagyň usulyýetini kämilleşdirmek boýunça daşary ýurt döwletleriniň degişli ylym-bilim edaralary bilen hyzmatdaşlygy ösdürmek hem-de bu ugurda sanly we innowasion tehnologiýalar babatda dünýä tejribesiniň gazananlaryny ýurduň bilim ulgamyna ornaşdyrmak üçin degişli işleri geçirmek. 
TDU,6,Milli bilimiň hilini we mazmunyny dünýä ülňülerine laýyk kämilleşdirmekde uzak aralykdan bilim bermek işiniň maglumat-kommunikasiýa serişdeleri bilen enjamlaşdyrylmagyny gazanmaly.
TDU,6,"Häzirki we geljekki talaplara laýyk gelýän IT, programmirleme, big data, kiber howpsuzlyk we awtonom dolandyryş sistemalary ýaly ugurlar boýunça hünärmenleri taýýarlamak."
TDU,6,"Daşky gurşaw barada jemgyýetçilik düşünjesini ýokarlandyrmak, adamlaryň tebigata aýawly çemeleşmelerini ösdürmek üçin energiýa netijeliligi, ekologik taýdan arassa tehnologiýalar we durnukly ösüş bilen baglanyşykly hünärmenleri taýýarlamak."
TDU,6,"Genetika, biotehnologiýa we saglyk tehnologiýalary boýunça hünärmenleri taýýarlamak."
TDU,6,Zähmet bazarynyň degişli hünärmenlere gysga we uzak möhletli zerurlyklaryny kesgitlemegi başarjak ýörite hünärmenleri taýýarlamak.
TDU,6,"Ylym, tehnologiýa, injenerlik we matematikanyň esaslaryny öwretmäge ýöriteleşen mugallymlar. STEM (Science, Technology, Engineering, Mathematics) mugallymlary taýýarlamak."
TDU,6,"Zähmet bazarynyň talaplary bilen utgaşykly onlaýn pedagogika boýunça ygtyýarlylyklara eýe bolan hem-de belli bir dersler boýunça onlaýn-okuwlary taýýarlamaga gatnaşýan, anyk okuwlary we esaslyk okuw taslamalaryny guraýan we ilerledýän, okuwlaryň we platformalaryň çäginde mugallymlar bilen talyplaryň arasyndaky gatnaşygy utgaşdyrýan, platformalaryň işjeňligini ýokarlandyrmak boýunça talaplary kesgitleýän sanly pedagogikany özleşdiren hünärmenleri taýýarlamak."
TDU,6,Ykdysadyýetiň ýa-da sosial gurşawyň anyk ugrunda belli bir taslamany durmuşa geçirmek bilen bagly talyp we ýaş hünärmenleri ýetişdirmek üçin bilim maksatnamalaryny işläp düzýän we ýörelgelerini öwredýän hünärmenleri taýýarlamak.
TDU,6,"Öwrenijiniň psihiki aýratynlygyny, ukyp-başarnyklaryny we maksatlaryny nazara alyp, psihologiýa we ruhy saglygy ösdürmäge kömek edýän mugallymlar, ýaşlaryň we ýaş aýratynlyklarynyň arasynda baglanyşyk we düşünişmegi üpjün etmek üçin hünärmenleri taýýarlamak. "
TDU,7,"Mälim bolşy ýaly, “ÝUNESKO-nyň Assosirlenen mekdepleri” atly taslama 1953-nji ýylda badalga aldy. Ol dünýäniň bilim edaralaryny umumy maksadyň – parahatçylykly döredijilik we ynsanperwerlik gymmatlyklary ilerlemek, medeniýetleriň arasyndaky netijeli gatnaşyklary ösdürmek maksadynyň töwereginde jemlenýär. Bilim babatynda milli maksatnamalaryň çäginde assosirlenen mekdepler ÝUNESKO bilen hyzmatdaşlyk edýärler, 
BMG we ÝUNESKO barada tanyşdyrýan maglumatlar bilen paýlaşýarlar, medeni we taryhy mirasy öwrenýärler.  “ÝUNESKO-nyň Assosirlenen mekdepleri” taslamasynda 180-den gowrak ýurtlaryň on müňe golaý mekdepleri, şol sanda Türkmenistanyň alty mekdebi degişlidir. Arkadag şäheriniň bilim edaralarynyň ÝUNESKO-nyň assosirlenen mekdepler toruna girizilmegi akylly şäheriň mekdepleriniň halkara derejesinde hyzmatdaşlygynyň ilerlemegine ähmiýeti uly bolar. Akylly şäher Arkadagyň innowasiýalary, bilim ulgamyndaky ösüşleri, türkmen halkynyň baý tebigy we medni mirasy bilen taslamanyň beýleki mekdeplerini tanyşdyrmak, bu babatda tejribe alyşmak üçin şäheriň  daşary ýurt dillerini ýa-da tebigy derslerini çuňlaşdyryp öwredýän ýöriteleşdirilen mekdeplerini ÝUNESKO-nyň assosirlenen mekdepleriniň toruna girizmek has hem maksadalaýyk bolar."
